id,left,top,right,bottom,row_index,col_index,risk_count,risk_sum,risk_mean,risk_min,risk_max
42,549229.316731236,7769618.41310252,549479.316731236,7769368.41310252,14,1,19182,74006.4000671506,3.85811698817384,0.800000011920929,7.40000009536743
43,549229.316731236,7769368.41310252,549479.316731236,7769118.41310252,15,1,38869,127928.999598622,3.29128610457234,0.800000011920929,7.40000009536743
44,549229.316731236,7769118.41310252,549479.316731236,7768868.41310252,16,1,59610,203871.400350988,3.42008723957369,0.800000011920929,7.40000009536743
45,549229.316731236,7768868.41310252,549479.316731236,7768618.41310252,17,1,62500,196833.601984143,3.14933763174629,0.800000011920929,7.40000009536743
46,549229.316731236,7768618.41310252,549479.316731236,7768368.41310252,18,1,62500,210558.600907445,3.36893761451912,0.800000011920929,7.40000009536743
47,549229.316731236,7768368.41310252,549479.316731236,7768118.41310252,19,1,62500,226935.001194239,3.63096001910782,0.800000011920929,7.40000009536743
48,549229.316731236,7768118.41310252,549479.316731236,7767868.41310252,20,1,57750,191555.802792251,3.31698359813422,0.800000011920929,6.19999980926514
49,549229.316731236,7767868.41310252,549479.316731236,7767618.41310252,21,1,0,0,,,
50,549229.316731236,7767618.41310252,549479.316731236,7767368.41310252,22,1,0,0,,,
51,549229.316731236,7767368.41310252,549479.316731236,7767118.41310252,23,1,0,0,,,
52,549229.316731236,7767118.41310252,549479.316731236,7766868.41310252,24,1,0,0,,,
53,549229.316731236,7766868.41310252,549479.316731236,7766618.41310252,25,1,0,0,,,
54,549229.316731236,7766618.41310252,549479.316731236,7766368.41310252,26,1,0,0,,,
55,549479.316731236,7773118.41310252,549729.316731236,7772868.41310252,0,2,0,0,,,
56,549479.316731236,7772868.41310252,549729.316731236,7772618.41310252,1,2,0,0,,,
57,549479.316731236,7772618.41310252,549729.316731236,7772368.41310252,2,2,0,0,,,
58,549479.316731236,7772368.41310252,549729.316731236,7772118.41310252,3,2,0,0,,,
59,549479.316731236,7772118.41310252,549729.316731236,7771868.41310252,4,2,0,0,,,
60,549479.316731236,7771868.41310252,549729.316731236,7771618.41310252,5,2,0,0,,,
61,549479.316731236,7771618.41310252,549729.316731236,7771368.41310252,6,2,0,0,,,
62,549479.316731236,7771368.41310252,549729.316731236,7771118.41310252,7,2,0,0,,,
63,549479.316731236,7771118.41310252,549729.316731236,7770868.41310252,8,2,0,0,,,
64,549479.316731236,7770868.41310252,549729.316731236,7770618.41310252,9,2,0,0,,,
65,549479.316731236,7770618.41310252,549729.316731236,7770368.41310252,10,2,0,0,,,
66,549479.316731236,7770368.41310252,549729.316731236,7770118.41310252,11,2,0,0,,,
67,549479.316731236,7770118.41310252,549729.316731236,7769868.41310252,12,2,0,0,,,
68,549479.316731236,7769868.41310252,549729.316731236,7769618.41310252,13,2,25,76.400001168251,3.05600004673004,0.800000011920929,4.40000009536743
69,549479.316731236,7769618.41310252,549729.316731236,7769368.41310252,14,2,41132,118849.6005795,2.88946806815862,0.800000011920929,7.40000009536743
70,549479.316731236,7769368.41310252,549729.316731236,7769118.41310252,15,2,56373,213683.798314452,3.79053444582428,0.800000011920929,7.40000009536743
71,549479.316731236,7769118.41310252,549729.316731236,7768868.41310252,16,2,62500,244635.797576845,3.91417276122952,0.800000011920929,7.40000009536743
72,549479.316731236,7768868.41310252,549729.316731236,7768618.41310252,17,2,62500,221186.599544525,3.5389855927124,0.800000011920929,7.40000009536743
73,549479.316731236,7768618.41310252,549729.316731236,7768368.41310252,18,2,62500,213493.603917003,3.41589766267204,0.800000011920929,7.40000009536743
74,549479.316731236,7768368.41310252,549729.316731236,7768118.41310252,19,2,62500,228258.401846647,3.65213442954636,0.800000011920929,7.40000009536743
75,549479.316731236,7768118.41310252,549729.316731236,7767868.41310252,20,2,57750,205122.801119506,3.55190997609535,0.800000011920929,7.40000009536743
76,549479.316731236,7767868.41310252,549729.316731236,7767618.41310252,21,2,0,0,,,
77,549479.316731236,7767618.41310252,549729.316731236,7767368.41310252,22,2,0,0,,,
78,549479.316731236,7767368.41310252,549729.316731236,7767118.41310252,23,2,0,0,,,
79,549479.316731236,7767118.41310252,549729.316731236,7766868.41310252,24,2,0,0,,,
80,549479.316731236,7766868.41310252,549729.316731236,7766618.41310252,25,2,0,0,,,
81,549479.316731236,7766618.41310252,549729.316731236,7766368.41310252,26,2,0,0,,,
82,549729.316731236,7773118.41310252,549979.316731236,7772868.41310252,0,3,0,0,,,
83,549729.316731236,7772868.41310252,549979.316731236,7772618.41310252,1,3,0,0,,,
84,549729.316731236,7772618.41310252,549979.316731236,7772368.41310252,2,3,0,0,,,
85,549729.316731236,7772368.41310252,549979.316731236,7772118.41310252,3,3,0,0,,,
86,549729.316731236,7772118.41310252,549979.316731236,7771868.41310252,4,3,0,0,,,
87,549729.316731236,7771868.41310252,549979.316731236,7771618.41310252,5,3,0,0,,,
88,549729.316731236,7771618.41310252,549979.316731236,7771368.41310252,6,3,0,0,,,
89,549729.316731236,7771368.41310252,549979.316731236,7771118.41310252,7,3,0,0,,,
90,549729.316731236,7771118.41310252,549979.316731236,7770868.41310252,8,3,0,0,,,
91,549729.316731236,7770868.41310252,549979.316731236,7770618.41310252,9,3,0,0,,,
92,549729.316731236,7770618.41310252,549979.316731236,7770368.41310252,10,3,0,0,,,
93,549729.316731236,7770368.41310252,549979.316731236,7770118.41310252,11,3,0,0,,,
94,549729.316731236,7770118.41310252,549979.316731236,7769868.41310252,12,3,0,0,,,
95,549729.316731236,7769868.41310252,549979.316731236,7769618.41310252,13,3,8384,25516.6001608372,3.04348761460367,0.800000011920929,6.19999980926514
96,549729.316731236,7769618.41310252,549979.316731236,7769368.41310252,14,3,62500,222373.000043869,3.5579680007019,0.800000011920929,7.40000009536743
97,549729.316731236,7769368.41310252,549979.316731236,7769118.41310252,15,3,62500,230122.199651659,3.68195519442654,0.800000011920929,7.40000009536743
98,549729.316731236,7769118.41310252,549979.316731236,7768868.41310252,16,3,62500,242170.400440574,3.87472640704918,0.800000011920929,7.40000009536743
99,549729.316731236,7768868.41310252,549979.316731236,7768618.41310252,17,3,62500,228099.003236055,3.64958405177689,0.800000011920929,7.40000009536743
100,549729.316731236,7768618.41310252,549979.316731236,7768368.41310252,18,3,62500,242818.401447892,3.88509442316627,0.800000011920929,7.40000009536743
101,549729.316731236,7768368.41310252,549979.316731236,7768118.41310252,19,3,62472,225221.602205694,3.60516074730589,0.800000011920929,7.40000009536743
102,549729.316731236,7768118.41310252,549979.316731236,7767868.41310252,20,3,45651,169390.198536813,3.71054738202478,0.800000011920929,7.40000009536743
103,549729.316731236,7767868.41310252,549979.316731236,7767618.41310252,21,3,0,0,,,
104,549729.316731236,7767618.41310252,549979.316731236,7767368.41310252,22,3,0,0,,,
105,549729.316731236,7767368.41310252,549979.316731236,7767118.41310252,23,3,0,0,,,
106,549729.316731236,7767118.41310252,549979.316731236,7766868.41310252,24,3,0,0,,,
107,549729.316731236,7766868.41310252,549979.316731236,7766618.41310252,25,3,0,0,,,
108,549729.316731236,7766618.41310252,549979.316731236,7766368.41310252,26,3,0,0,,,
109,549979.316731236,7773118.41310252,550229.316731236,7772868.41310252,0,4,0,0,,,
110,549979.316731236,7772868.41310252,550229.316731236,7772618.41310252,1,4,0,0,,,
111,549979.316731236,7772618.41310252,550229.316731236,7772368.41310252,2,4,0,0,,,
112,549979.316731236,7772368.41310252,550229.316731236,7772118.41310252,3,4,0,0,,,
113,549979.316731236,7772118.41310252,550229.316731236,7771868.41310252,4,4,0,0,,,
114,549979.316731236,7771868.41310252,550229.316731236,7771618.41310252,5,4,0,0,,,
115,549979.316731236,7771618.41310252,550229.316731236,7771368.41310252,6,4,0,0,,,
116,549979.316731236,7771368.41310252,550229.316731236,7771118.41310252,7,4,0,0,,,
117,549979.316731236,7771118.41310252,550229.316731236,7770868.41310252,8,4,44,152.800002634525,3.47272733260285,0.800000011920929,4.40000009536743
118,549979.316731236,7770868.41310252,550229.316731236,7770618.41310252,9,4,19080,47446.6003993154,2.48671909849661,0.800000011920929,6.19999980926514
119,549979.316731236,7770618.41310252,550229.316731236,7770368.41310252,10,4,38209,103705.600868225,2.71416684205881,0.800000011920929,7.40000009536743
120,549979.316731236,7770368.41310252,550229.316731236,7770118.41310252,11,4,38250,127489.19930613,3.33305096225178,0.800000011920929,7.40000009536743
121,549979.316731236,7770118.41310252,550229.316731236,7769868.41310252,12,4,38250,143029.198301613,3.73932544579381,0.800000011920929,7.40000009536743
122,549979.316731236,7769868.41310252,550229.316731236,7769618.41310252,13,4,42033,162179.797802687,3.85839216336418,0.800000011920929,7.40000009536743
123,549979.316731236,7769618.41310252,550229.316731236,7769368.41310252,14,4,62500,238671.99723798,3.81875195580769,0.800000011920929,7.40000009536743
124,549979.316731236,7769368.41310252,550229.316731236,7769118.41310252,15,4,62500,232301.397834361,3.71682236534977,0.800000011920929,7.40000009536743
125,549979.316731236,7769118.41310252,550229.316731236,7768868.41310252,16,4,62500,242829.996941566,3.88527995106506,0.800000011920929,7.40000009536743
126,549979.316731236,7768868.41310252,550229.316731236,7768618.41310252,17,4,38938,157225.398028612,4.03783959187971,0.800000011920929,7.40000009536743
127,549979.316731236,7768618.41310252,550229.316731236,7768368.41310252,18,4,24250,96468.3988147974,3.97807830164113,0.800000011920929,7.40000009536743
128,549979.316731236,7768368.41310252,550229.316731236,7768118.41310252,19,4,21179,82983.7997822762,3.9182114255761,1,7.40000009536743
129,549979.316731236,7768118.41310252,550229.316731236,7767868.41310252,20,4,0,0,,,
130,549979.316731236,7767868.41310252,550229.316731236,7767618.41310252,21,4,0,0,,,
131,549979.316731236,7767618.41310252,550229.316731236,7767368.41310252,22,4,0,0,,,
132,549979.316731236,7767368.41310252,550229.316731236,7767118.41310252,23,4,0,0,,,
133,549979.316731236,7767118.41310252,550229.316731236,7766868.41310252,24,4,0,0,,,
134,549979.316731236,7766868.41310252,550229.316731236,7766618.41310252,25,4,0,0,,,
135,549979.316731236,7766618.41310252,550229.316731236,7766368.41310252,26,4,0,0,,,
136,550229.316731236,7773118.41310252,550479.316731236,7772868.41310252,0,5,0,0,,,
137,550229.316731236,7772868.41310252,550479.316731236,7772618.41310252,1,5,0,0,,,
138,550229.316731236,7772618.41310252,550479.316731236,7772368.41310252,2,5,0,0,,,
139,550229.316731236,7772368.41310252,550479.316731236,7772118.41310252,3,5,0,0,,,
140,550229.316731236,7772118.41310252,550479.316731236,7771868.41310252,4,5,0,0,,,
141,550229.316731236,7771868.41310252,550479.316731236,7771618.41310252,5,5,0,0,,,
142,550229.316731236,7771618.41310252,550479.316731236,7771368.41310252,6,5,3076,6042.80008947849,1.96449937889418,0.800000011920929,3.20000004768372
143,550229.316731236,7771368.41310252,550479.316731236,7771118.41310252,7,5,17942,37050.8005620241,2.06503180035805,0.800000011920929,5.59999990463257
144,550229.316731236,7771118.41310252,550479.316731236,7770868.41310252,8,5,46796,131051.600585878,2.80048723364984,0.800000011920929,7.40000009536743
145,550229.316731236,7770868.41310252,550479.316731236,7770618.41310252,9,5,62500,193430.799748361,3.09489279597378,0.800000011920929,7.40000009536743
146,550229.316731236,7770618.41310252,550479.316731236,7770368.41310252,10,5,62500,213802.998428166,3.42084797485065,0.800000011920929,7.40000009536743
147,550229.316731236,7770368.41310252,550479.316731236,7770118.41310252,11,5,62500,233280.597340167,3.73248955744267,0.800000011920929,7.40000009536743
148,550229.316731236,7770118.41310252,550479.316731236,7769868.41310252,12,5,62500,240919.196972609,3.85470715156174,0.800000011920929,7.40000009536743
149,550229.316731236,7769868.41310252,550479.316731236,7769618.41310252,13,5,62500,235986.397193551,3.77578235509682,0.800000011920929,7.40000009536743
150,550229.316731236,7769618.41310252,550479.316731236,7769368.41310252,14,5,62500,229127.197893023,3.66603516628838,0.800000011920929,7.40000009536743
151,550229.316731236,7769368.41310252,550479.316731236,7769118.41310252,15,5,62500,244961.997046351,3.91939195274162,0.800000011920929,7.40000009536743
152,550229.316731236,7769118.41310252,550479.316731236,7768868.41310252,16,5,62500,241156.997601926,3.85851196163082,0.800000011920929,7.40000009536743
153,550229.316731236,7768868.41310252,550479.316731236,7768618.41310252,17,5,24000,100077.799005687,4.16990829190363,0.800000011920929,7.40000009536743
154,550229.316731236,7768618.41310252,550479.316731236,7768368.41310252,18,5,0,0,,,
155,550229.316731236,7768368.41310252,550479.316731236,7768118.41310252,19,5,0,0,,,
156,550229.316731236,7768118.41310252,550479.316731236,7767868.41310252,20,5,0,0,,,
157,550229.316731236,7767868.41310252,550479.316731236,7767618.41310252,21,5,0,0,,,
158,550229.316731236,7767618.41310252,550479.316731236,7767368.41310252,22,5,0,0,,,
159,550229.316731236,7767368.41310252,550479.316731236,7767118.41310252,23,5,0,0,,,
160,550229.316731236,7767118.41310252,550479.316731236,7766868.41310252,24,5,0,0,,,
161,550229.316731236,7766868.41310252,550479.316731236,7766618.41310252,25,5,0,0,,,
162,550229.316731236,7766618.41310252,550479.316731236,7766368.41310252,26,5,0,0,,,
163,550479.316731236,7773118.41310252,550729.316731236,7772868.41310252,0,6,0,0,,,
164,550479.316731236,7772868.41310252,550729.316731236,7772618.41310252,1,6,0,0,,,
165,550479.316731236,7772618.41310252,550729.316731236,7772368.41310252,2,6,0,0,,,
166,550479.316731236,7772368.41310252,550729.316731236,7772118.41310252,3,6,0,0,,,
167,550479.316731236,7772118.41310252,550729.316731236,7771868.41310252,4,6,0,0,,,
168,550479.316731236,7771868.41310252,550729.316731236,7771618.41310252,5,6,0,0,,,
169,550479.316731236,7771618.41310252,550729.316731236,7771368.41310252,6,6,14500,32229.6004911661,2.22273106835628,0.800000011920929,6.19999980926514
170,550479.316731236,7771368.41310252,550729.316731236,7771118.41310252,7,6,62500,136518.602026463,2.1842976324234,0.800000011920929,5.80000019073486
171,550479.316731236,7771118.41310252,550729.316731236,7770868.41310252,8,6,62500,169907.002114236,2.71851203382778,0.800000011920929,6.59999990463257
172,550479.316731236,7770868.41310252,550729.316731236,7770618.41310252,9,6,62500,189684.80004245,3.03495680067921,0.800000011920929,7.40000009536743
173,550479.316731236,7770618.41310252,550729.316731236,7770368.41310252,10,6,62500,221684.19816649,3.54694717066383,0.800000011920929,7.40000009536743
174,550479.316731236,7770368.41310252,550729.316731236,7770118.41310252,11,6,62500,239059.796875358,3.82495675000572,0.800000011920929,7.40000009536743
175,550479.316731236,7770118.41310252,550729.316731236,7769868.41310252,12,6,62500,248012.796863616,3.96820474981785,0.800000011920929,7.40000009536743
176,550479.316731236,7769868.41310252,550729.316731236,7769618.41310252,13,6,62500,241054.997625768,3.85687996201229,0.800000011920929,7.40000009536743
177,550479.316731236,7769618.41310252,550729.316731236,7769368.41310252,14,6,62500,222676.598199964,3.56282557119942,0.800000011920929,7.40000009536743
178,550479.316731236,7769368.41310252,550729.316731236,7769118.41310252,15,6,62500,206538.399355054,3.30461438968086,0.800000011920929,7.40000009536743
179,550479.316731236,7769118.41310252,550729.316731236,7768868.41310252,16,6,62500,215013.200417757,3.44021120668411,0.800000011920929,7.40000009536743
180,550479.316731236,7768868.41310252,550729.316731236,7768618.41310252,17,6,24000,93922.6004915237,3.91344168714682,0.800000011920929,7.40000009536743
181,550479.316731236,7768618.41310252,550729.316731236,7768368.41310252,18,6,0,0,,,
182,550479.316731236,7768368.41310252,550729.316731236,7768118.41310252,19,6,0,0,,,
183,550479.316731236,7768118.41310252,550729.316731236,7767868.41310252,20,6,0,0,,,
184,550479.316731236,7767868.41310252,550729.316731236,7767618.41310252,21,6,0,0,,,
185,550479.316731236,7767618.41310252,550729.316731236,7767368.41310252,22,6,0,0,,,
186,550479.316731236,7767368.41310252,550729.316731236,7767118.41310252,23,6,0,0,,,
187,550479.316731236,7767118.41310252,550729.316731236,7766868.41310252,24,6,0,0,,,
188,550479.316731236,7766868.41310252,550729.316731236,7766618.41310252,25,6,0,0,,,
189,550479.316731236,7766618.41310252,550729.316731236,7766368.41310252,26,6,0,0,,,
190,550729.316731236,7773118.41310252,550979.316731236,7772868.41310252,0,7,0,0,,,
191,550729.316731236,7772868.41310252,550979.316731236,7772618.41310252,1,7,0,0,,,
192,550729.316731236,7772618.41310252,550979.316731236,7772368.41310252,2,7,0,0,,,
193,550729.316731236,7772368.41310252,550979.316731236,7772118.41310252,3,7,3667,10061.0000271797,2.74365967471495,0.800000011920929,7.40000009536743
194,550729.316731236,7772118.41310252,550979.316731236,7771868.41310252,4,7,448,965.600014209747,2.15535717457533,0.800000011920929,3.20000004768372
195,550729.316731236,7771868.41310252,550979.316731236,7771618.41310252,5,7,0,0,,,
196,550729.316731236,7771618.41310252,550979.316731236,7771368.41310252,6,7,13518,41538.4002945423,3.07282144507637,0.800000011920929,7.40000009536743
197,550729.316731236,7771368.41310252,550979.316731236,7771118.41310252,7,7,62500,181764.801696539,2.90823682714462,0.800000011920929,7.40000009536743
198,550729.316731236,7771118.41310252,550979.316731236,7770868.41310252,8,7,62500,155085.401848197,2.48136642957115,0.800000011920929,7.40000009536743
199,550729.316731236,7770868.41310252,550979.316731236,7770618.41310252,9,7,62500,174741.799160361,2.79586878656578,0.800000011920929,7.40000009536743
200,550729.316731236,7770618.41310252,550979.316731236,7770368.41310252,10,7,62500,218943.19695431,3.50309115126896,0.800000011920929,7.40000009536743
201,550729.316731236,7770368.41310252,550979.316731236,7770118.41310252,11,7,62500,194793.998670876,3.11670397873402,0.800000011920929,7.40000009536743
202,550729.316731236,7770118.41310252,550979.316731236,7769868.41310252,12,7,62500,242991.596938133,3.88786555101013,0.800000011920929,7.40000009536743
203,550729.316731236,7769868.41310252,550979.316731236,7769618.41310252,13,7,62500,229915.798917532,3.67865278268051,0.800000011920929,7.40000009536743
204,550729.316731236,7769618.41310252,550979.316731236,7769368.41310252,14,7,62500,231434.602115154,3.70295363384247,0.800000011920929,7.40000009536743
205,550729.316731236,7769368.41310252,550979.316731236,7769118.41310252,15,7,62500,227404.001243412,3.6384640198946,0.800000011920929,7.40000009536743
206,550729.316731236,7769118.41310252,550979.316731236,7768868.41310252,16,7,62500,225843.001295388,3.6134880207262,0.800000011920929,7.40000009536743
207,550729.316731236,7768868.41310252,550979.316731236,7768618.41310252,17,7,24000,102439.199813545,4.26829999223103,0.800000011920929,5.80000019073486
208,550729.316731236,7768618.41310252,550979.316731236,7768368.41310252,18,7,0,0,,,
209,550729.316731236,7768368.41310252,550979.316731236,7768118.41310252,19,7,0,0,,,
210,550729.316731236,7768118.41310252,550979.316731236,7767868.41310252,20,7,0,0,,,
211,550729.316731236,7767868.41310252,550979.316731236,7767618.41310252,21,7,0,0,,,
212,550729.316731236,7767618.41310252,550979.316731236,7767368.41310252,22,7,0,0,,,
213,550729.316731236,7767368.41310252,550979.316731236,7767118.41310252,23,7,0,0,,,
214,550729.316731236,7767118.41310252,550979.316731236,7766868.41310252,24,7,0,0,,,
215,550729.316731236,7766868.41310252,550979.316731236,7766618.41310252,25,7,0,0,,,
216,550729.316731236,7766618.41310252,550979.316731236,7766368.41310252,26,7,0,0,,,
217,550979.316731236,7773118.41310252,551229.316731236,7772868.41310252,0,8,0,0,,,
218,550979.316731236,7772868.41310252,551229.316731236,7772618.41310252,1,8,0,0,,,
219,550979.316731236,7772618.41310252,551229.316731236,7772368.41310252,2,8,0,0,,,
220,550979.316731236,7772368.41310252,551229.316731236,7772118.41310252,3,8,48250,152297.200114787,3.15641865522874,0.800000011920929,7.40000009536743
221,550979.316731236,7772118.41310252,551229.316731236,7771868.41310252,4,8,28755,83984.8000590205,2.92070248857661,0.800000011920929,7.40000009536743
222,550979.316731236,7771868.41310252,551229.316731236,7771618.41310252,5,8,0,0,,,
223,550979.316731236,7771618.41310252,551229.316731236,7771368.41310252,6,8,9464,32299.599742353,3.41289092797474,0.800000011920929,7.40000009536743
224,550979.316731236,7771368.41310252,551229.316731236,7771118.41310252,7,8,57645,200098.398317218,3.4712186367806,0.800000011920929,7.40000009536743
225,550979.316731236,7771118.41310252,551229.316731236,7770868.41310252,8,8,62500,194959.198880255,3.11934718208408,0.800000011920929,7.40000009536743
226,550979.316731236,7770868.41310252,551229.316731236,7770618.41310252,9,8,62500,157393.201480687,2.51829122369099,0.800000011920929,7.40000009536743
227,550979.316731236,7770618.41310252,551229.316731236,7770368.41310252,10,8,62500,204641.798952818,3.27426878324509,0.800000011920929,7.40000009536743
228,550979.316731236,7770368.41310252,551229.316731236,7770118.41310252,11,8,62500,233340.597596347,3.73344956154156,0.800000011920929,7.40000009536743
229,550979.316731236,7770118.41310252,551229.316731236,7769868.41310252,12,8,62500,259617.597171366,4.15388155474186,0.800000011920929,7.40000009536743
230,550979.316731236,7769868.41310252,551229.316731236,7769618.41310252,13,8,62500,252698.404765368,4.04317447624588,0.800000011920929,7.40000009536743
231,550979.316731236,7769618.41310252,551229.316731236,7769368.41310252,14,8,62500,287056.408837557,4.59290254140091,1,5.80000019073486
232,550979.316731236,7769368.41310252,551229.316731236,7769118.41310252,15,8,62500,279353.407738686,4.46965452381897,1,5.80000019073486
233,550979.316731236,7769118.41310252,551229.316731236,7768868.41310252,16,8,62500,245315.203651905,3.92504325843048,1,5.80000019073486
234,550979.316731236,7768868.41310252,551229.316731236,7768618.41310252,17,8,24000,105524.399539232,4.39684998080134,2,5.80000019073486
235,550979.316731236,7768618.41310252,551229.316731236,7768368.41310252,18,8,0,0,,,
236,550979.316731236,7768368.41310252,551229.316731236,7768118.41310252,19,8,0,0,,,
237,550979.316731236,7768118.41310252,551229.316731236,7767868.41310252,20,8,0,0,,,
238,550979.316731236,7767868.41310252,551229.316731236,7767618.41310252,21,8,0,0,,,
239,550979.316731236,7767618.41310252,551229.316731236,7767368.41310252,22,8,0,0,,,
240,550979.316731236,7767368.41310252,551229.316731236,7767118.41310252,23,8,0,0,,,
241,550979.316731236,7767118.41310252,551229.316731236,7766868.41310252,24,8,0,0,,,
242,550979.316731236,7766868.41310252,551229.316731236,7766618.41310252,25,8,0,0,,,
243,550979.316731236,7766618.41310252,551229.316731236,7766368.41310252,26,8,0,0,,,
244,551229.316731236,7773118.41310252,551479.316731236,7772868.41310252,0,9,0,0,,,
245,551229.316731236,7772868.41310252,551479.316731236,7772618.41310252,1,9,0,0,,,
246,551229.316731236,7772618.41310252,551479.316731236,7772368.41310252,2,9,0,0,,,
247,551229.316731236,7772368.41310252,551479.316731236,7772118.41310252,3,9,48250,143114.400951982,2.96610157413433,0.800000011920929,7.40000009536743
248,551229.316731236,7772118.41310252,551479.316731236,7771868.41310252,4,9,55541,187051.199468434,3.36780395506804,0.800000011920929,7.40000009536743
249,551229.316731236,7771868.41310252,551479.316731236,7771618.41310252,5,9,13551,39080.1999083757,2.88393475820056,0.800000011920929,7.40000009536743
250,551229.316731236,7771618.41310252,551479.316731236,7771368.41310252,6,9,0,0,,,
251,551229.316731236,7771368.41310252,551479.316731236,7771118.41310252,7,9,23110,55582.4004979134,2.40512334478206,0.800000011920929,7.40000009536743
252,551229.316731236,7771118.41310252,551479.316731236,7770868.41310252,8,9,62500,171811.598152578,2.74898557044125,0.800000011920929,7.40000009536743
253,551229.316731236,7770868.41310252,551479.316731236,7770618.41310252,9,9,62500,192945.19790113,3.08712316641808,0.800000011920929,7.40000009536743
254,551229.316731236,7770618.41310252,551479.316731236,7770368.41310252,10,9,62500,230023.197324991,3.68037115719986,0.800000011920929,7.40000009536743
255,551229.316731236,7770368.41310252,551479.316731236,7770118.41310252,11,9,62500,250088.3967489,4.00141434798241,0.800000011920929,7.40000009536743
256,551229.316731236,7770118.41310252,551479.316731236,7769868.41310252,12,9,62500,264284.598151326,4.22855357042122,0.800000011920929,7.40000009536743
257,551229.316731236,7769868.41310252,551479.316731236,7769618.41310252,13,9,62500,267504.00512296,4.28006408196735,0.800000011920929,5.80000019073486
